chr	pos		N	X
chr19	37646478		29	29
chr19	37646729		11	11
chr19	37646738		11	11
chr19	37647441		35	35
chr19	37647464		20	20
chr19	37649078		16	13
chr19	37649084		15	15
chr19	37649258		18	18
chr19	37649293		20	16
chr19	37649307		19	7
chr19	37649339		22	15
chr19	37649807		20	14
chr19	37649850		16	16
chr19	37650253		25	20
chr19	37650284		24	16
chr19	37650877		25	12
chr19	37650885		29	15
chr19	37651102		33	26
chr19	37651150		29	27
chr19	37651714		12	12
chr19	37651779		13	11
chr19	37652659		49	21
chr19	37652694		54	54
chr19	37653468		27	18
chr19	37653472		28	24
chr19	37653602		19	18
chr19	37653610		20	15
chr19	37654713		17	12
chr19	37654800		14	13
chr19	37654848		12	12
chr19	37654889		19	19
chr19	37655122		19	19
chr19	37655175		8	8
chr19	37656111		29	28
chr19	37656134		29	29
chr19	37656480		23	15
chr19	37656497		30	18
chr19	37656561		20	20
chr19	37656590		14	9
chr19	37656649		12	11
chr19	37656658		14	11
chr19	37657610		17	14
chr19	37657678		12	6
chr19	37657810		24	21
chr19	37657840		26	24
chr19	37657983		10	10
chr19	37657987		10	10
chr19	37658145		6	6
chr19	37658149		6	6
chr19	37658935		22	14
chr19	37658937		23	11
chr19	37660010		11	10
chr19	37660040		15	15
chr19	37660330		21	21
chr19	37660361		24	23
chr19	37661240		12	11
chr19	37661265		11	11
chr19	37661622		41	39
chr19	37661657		41	40
chr19	37662040		16	16
chr19	37662085		14	14
chr19	37662423		21	21
chr19	37662500		22	21
chr19	37663476		11	11
chr19	37663489		8	8
chr19	37663803		3	3
chr19	37663844		7	7
chr19	37664245		25	15
chr19	37664254		25	10
chr19	37665350		6	6
chr19	37665382		6	4
chr19	37665922		45	44
chr19	37665951		34	34
chr19	37666056		23	22
chr19	37666093		25	24
chr19	37667136		10	4
chr19	37667184		12	2
chr19	37667461		25	22
chr19	37667473		27	26
chr19	37668010		19	19
chr19	37668017		19	19
chr19	37668602		13	13
chr19	37668626		14	14
chr19	37669408		26	26
chr19	37669478		22	21
chr19	37669736		19	18
chr19	37669789		11	9
chr19	37670858		23	22
chr19	37670887		19	5
chr19	37671041		18	11
chr19	37671049		17	17
chr19	37671130		13	12
chr19	37671161		14	14
chr19	37671762		10	10
chr19	37671782		13	13
chr19	37672441		19	19
chr19	37672444		17	17
chr19	37672530		13	11
chr19	37672575		16	16
chr19	37672911		14	14
chr19	37672963		17	17
chr19	37674322		17	17
chr19	37674353		13	13
chr19	37674454		12	10
chr19	37674497		6	6
chr19	37674510		8	8
chr19	37674564		13	13
chr19	37674652		17	17
chr19	37674668		20	20
chr19	37675262		9	9
chr19	37675274		10	10
chr19	37676308		21	21
chr19	37676319		18	14
chr19	37676589		13	13
chr19	37676595		14	9
chr19	37677725		10	10
chr19	37677793		5	5
chr19	37677929		14	11
chr19	37677977		9	9
chr19	37678151		31	31
chr19	37678171		27	26
chr19	37679262		10	10
chr19	37679291		12	10
chr19	37679308		11	11
chr19	37679351		18	17
chr19	37679906		51	51
chr19	37679988		55	54
chr19	37680865		42	41
chr19	37680900		28	28
chr19	37681524		44	32
chr19	37681540		40	36
chr19	37681983		17	15
chr19	37681993		20	20
chr19	37682029		26	26
chr19	37682063		30	19
chr19	37682116		34	34
chr19	37682182		27	23
chr19	37682536		18	17
chr19	37682580		14	13
chr19	37682901		19	19
chr19	37682974		18	18
chr19	37683021		29	27
chr19	37683100		33	32
chr19	37683745		18	18
chr19	37683763		18	16
chr19	37683834		20	18
chr19	37683898		24	21
chr19	37684032		21	20
chr19	37684064		25	23
chr19	37684119		33	31
chr19	37684167		30	30
chr19	37684613		7	6
chr19	37684662		7	6
chr19	37684747		10	2
chr19	37684779		8	8
chr19	37684826		7	6
chr19	37684835		7	6
chr19	37685062		3	0
chr19	37685076		5	2
chr19	37685856		5	4
chr19	37685864		6	6
chr19	37686044		28	27
chr19	37686053		26	26
chr19	37688036		13	13
chr19	37688038		14	14
chr19	37688206		14	14
chr19	37688292		18	18
chr19	37688728		10	10
chr19	37688747		9	9
chr19	37689132		19	12
chr19	37689164		16	12
chr19	37689406		18	12
chr19	37689466		23	20
chr19	37689736		22	13
chr19	37689764		22	13
chr19	37689876		17	13
chr19	37689878		17	16
chr19	37690345		9	8
chr19	37690362		10	10
chr19	37690455		10	9
chr19	37690472		11	10
chr19	37690662		10	10
chr19	37690696		8	6
chr19	37691665		13	13
chr19	37691676		12	6
chr19	37691745		9	5
chr19	37691791		9	4
chr19	37691813		7	7
chr19	37691835		1	1
chr19	37692051		12	11
chr19	37692082		16	16
chr19	37692105		13	13
chr19	37692147		14	13
chr19	37692226		5	5
chr19	37692230		5	4
chr19	37693529		11	4
chr19	37693562		9	1
chr19	37693760		18	13
chr19	37693784		26	23
chr19	37697026		6	0
chr19	37697034		6	0
chr19	37697172		6	0
chr19	37697200		5	1
chr19	37698708		4	0
chr19	37698716		4	0
chr19	37699612		21	14
chr19	37699620		20	13
chr19	37699813		22	18
chr19	37699881		26	15
chr19	37700116		7	4
chr19	37700185		6	6
chr19	37700805		9	8
chr19	37700811		9	8
chr19	37701938		33	33
chr19	37701980		29	28
chr19	37702004		24	21
chr19	37702078		13	11
chr19	37702137		22	21
chr19	37702160		19	19
chr19	37703101		10	10
chr19	37703184		15	15
chr19	37703340		28	27
chr19	37703385		26	25
chr19	37703707		11	11
chr19	37703768		8	5
chr19	37705117		8	5
chr19	37705158		10	10
chr19	37705230		14	14
chr19	37705234		15	14
chr19	37705353		12	12
chr19	37705362		9	8
chr19	37705706		23	23
chr19	37705735		24	24
chr19	37705803		18	18
chr19	37705815		16	16
chr19	37705921		11	6
chr19	37705958		14	14
chr19	37706332		12	12
chr19	37706343		13	13
chr19	37706607		11	11
chr19	37706634		15	15
chr19	37707422		15	14
chr19	37707445		20	18
chr19	37707910		17	16
chr19	37707947		11	11
chr19	37708350		16	10
chr19	37708395		16	15
chr19	37708466		13	12
chr19	37708470		13	10
chr19	37709217		24	24
chr19	37709276		33	29
chr19	37709950		12	11
chr19	37709979		13	13
chr19	37710341		19	19
chr19	37710395		22	18
chr19	37710521		23	23
chr19	37710535		22	22
chr19	37711504		10	6
chr19	37711572		7	6
chr19	37713123		15	15
chr19	37713167		12	11
chr19	37713337		19	17
chr19	37713366		30	28
chr19	37714125		42	9
chr19	37714139		35	13
chr19	37714729		42	5
chr19	37714750		33	2
chr19	37715230		18	16
chr19	37715262		17	16
chr19	37716809		10	8
chr19	37716817		10	8
chr19	37717446		17	17
chr19	37717469		23	20
chr19	37718424		10	10
chr19	37718434		9	9
chr19	37719531		9	5
chr19	37719594		8	7
chr19	37719625		8	8
chr19	37719692		8	7
chr19	37720353		22	22
chr19	37720385		34	34
chr19	37721040		13	12
chr19	37721071		11	11
chr19	37721151		12	12
chr19	37721160		13	12
chr19	37722912		66	55
chr19	37722966		46	45
chr19	37724066		13	13
chr19	37724086		12	12
chr19	37724825		10	10
chr19	37724846		14	14
chr19	37724969		39	30
chr19	37724976		36	33
chr19	37725425		14	12
chr19	37725481		15	11
chr19	37725549		15	13
chr19	37725585		15	15
chr19	37725793		25	24
chr19	37725795		24	24
chr19	37726018		24	24
chr19	37726033		22	22
chr19	37726738		17	17
chr19	37726797		21	21
chr19	37726874		22	21
chr19	37726886		22	20
chr19	37727380		10	10
chr19	37727395		8	8
chr19	37728005		22	20
chr19	37728029		15	15
chr19	37728646		17	17
chr19	37728700		21	18
chr19	37728831		16	14
chr19	37728894		14	14
chr19	37729928		28	28
chr19	37729982		20	18
chr19	37730006		15	15
chr19	37730089		10	10
chr19	37730304		30	30
chr19	37730391		15	15
chr19	37730894		10	10
chr19	37730898		10	10
chr19	37730903		10	10
chr19	37730967		5	5
chr19	37732410		20	18
chr19	37732412		19	18
chr19	37732909		15	14
chr19	37732929		13	13
chr19	37733926		16	15
chr19	37733965		13	13
chr19	37736133		4	4
chr19	37736198		10	10
chr19	37736267		10	10
chr19	37736271		10	8
chr19	37736342		28	25
chr19	37736357		29	24
chr19	37736950		14	14
chr19	37736974		14	14
chr19	37737548		14	14
chr19	37737595		20	20
chr19	37738443		24	24
chr19	37738466		23	22
chr19	37738529		16	16
chr19	37738600		15	15
chr19	37738732		25	25
chr19	37738778		25	25
chr19	37738988		10	10
chr19	37738997		9	9
chr19	37739458		22	22
chr19	37739467		25	25
chr19	37739507		21	18
chr19	37739546		18	15
chr19	37739709		13	11
chr19	37739796		15	11
chr19	37739902		16	16
chr19	37739965		8	8
chr19	37740448		21	19
chr19	37740458		25	25
chr19	37740993		37	33
chr19	37741000		33	33
chr19	37741269		13	13
chr19	37741283		18	18
chr19	37743607		10	10
chr19	37743647		9	9
chr19	37743964		16	15
chr19	37743978		16	16
chr19	37744308		15	15
chr19	37744372		16	16
chr19	37744805		22	22
chr19	37744839		20	20
chr19	37745967		5	5
chr19	37745997		7	6
chr19	37748435		7	6
chr19	37748485		20	15
chr19	37748510		31	22
chr19	37748575		20	18
chr19	37750611		28	28
chr19	37750690		5	5
chr19	37752242		4	4
chr19	37752251		4	4
chr19	37753132		10	10
chr19	37753138		9	7
chr19	37753539		23	23
chr19	37753583		22	15
chr19	37753625		13	13
chr19	37753666		21	21
chr19	37754050		13	13
chr19	37754089		14	14
chr19	37754151		19	19
chr19	37754161		18	18
chr19	37754322		11	10
chr19	37754350		9	9
chr19	37754778		15	14
chr19	37754799		16	15
chr19	37755229		34	33
chr19	37755284		36	35
chr19	37756220		12	11
chr19	37756249		12	11
chr19	37756432		19	19
chr19	37756442		21	21
chr19	37756509		15	15
chr19	37756561		7	7
chr19	37756817		27	24
chr19	37756890		22	17
chr19	37758975		32	25
chr19	37758983		38	28
chr19	37759745		36	36
chr19	37759773		39	37
chr19	37760801		29	29
chr19	37760820		29	29
chr19	37762215		8	8
chr19	37762234		10	10
chr19	37762403		14	14
chr19	37762438		8	6
chr19	37762641		15	10
chr19	37762682		26	25
chr19	37762838		23	22
chr19	37762841		23	18
chr19	37764326		14	14
chr19	37764362		10	8
chr19	37764645		8	8
chr19	37764698		12	9
chr19	37767109		13	13
chr19	37767182		15	15
chr19	37767868		16	16
chr19	37767874		16	14
chr19	37768009		24	21
chr19	37768038		21	15
chr19	37768306		17	16
chr19	37768320		18	18
chr19	37768465		22	22
chr19	37768480		22	18
chr19	37768710		11	11
chr19	37768743		11	11
chr19	37769728		17	17
chr19	37769738		19	18
chr19	37770072		21	21
chr19	37770091		21	21
chr19	37770233		11	10
chr19	37770262		12	12
chr19	37770842		13	12
chr19	37770864		13	13
chr19	37772244		12	12
chr19	37772274		13	12
chr19	37772792		31	30
chr19	37772796		32	32
chr19	37775978		13	13
chr19	37775981		15	15
chr19	37776419		26	25
chr19	37776423		25	24
chr19	37777154		25	24
chr19	37777171		25	24
chr19	37777209		25	25
chr19	37777281		14	12
chr19	37777829		12	12
chr19	37777873		9	7
chr19	37777915		6	6
chr19	37777924		6	4
chr19	37778109		7	3
chr19	37778114		9	4
chr19	37781011		27	27
chr19	37781061		27	21
chr19	37781559		24	17
chr19	37781565		25	25
chr19	37782036		45	43
chr19	37782051		44	41
chr19	37783605		18	16
chr19	37783610		15	15
chr19	37784766		8	7
chr19	37784781		11	8
chr19	37784941		10	10
chr19	37784985		13	13
chr19	37785907		31	31
chr19	37785983		31	30
chr19	37786729		7	7
chr19	37786760		2	1
chr19	37788361		13	13
chr19	37788399		20	20
chr19	37789138		16	13
chr19	37789179		13	13
chr19	37789217		15	15
chr19	37789292		14	11
chr19	37789627		22	17
chr19	37789690		21	16
chr19	37789924		19	14
chr19	37789992		17	9
chr19	37790154		24	19
chr19	37790196		19	17
chr19	37790243		20	18
chr19	37790280		19	18
chr19	37790320		20	18
chr19	37790325		19	19
chr19	37791013		17	17
chr19	37791031		18	16
chr19	37791137		13	10
chr19	37791189		16	16
chr19	37792217		12	12
chr19	37792249		7	7
chr19	37793031		24	18
chr19	37793049		20	14
chr19	37793215		10	3
chr19	37793242		6	1
chr19	37793414		22	13
chr19	37793442		18	5
chr19	37793718		7	4
chr19	37793786		5	3
chr19	37793921		12	9
chr19	37793954		17	17
chr19	37795241		22	20
chr19	37795249		21	21
chr19	37796321		24	18
chr19	37796376		9	5
chr19	37796609		21	21
chr19	37796651		26	26
chr19	37797319		14	12
chr19	37797362		16	16
chr19	37798756		23	23
chr19	37798766		22	22
chr19	37800806		32	30
chr19	37800811		30	29
chr19	37801746		30	30
chr19	37801758		28	28
chr19	37802451		12	11
chr19	37802494		7	7
chr19	37802705		9	9
chr19	37802771		9	8
chr19	37803447		15	14
chr19	37803471		19	19
chr19	37804203		17	14
chr19	37804278		27	27
chr19	37804762		21	21
chr19	37804784		20	19
chr19	37805012		21	18
chr19	37805046		13	12
chr19	37805261		13	13
chr19	37805267		15	14
chr19	37805443		33	31
chr19	37805483		30	30
chr19	37805660		34	33
chr19	37805682		31	30
chr19	37805828		22	22
chr19	37805885		15	14
chr19	37806047		17	17
chr19	37806100		13	9
chr19	37806231		22	21
chr19	37806276		20	17
chr19	37806518		40	35
chr19	37806543		46	39
chr19	37806827		17	15
chr19	37806863		23	23
chr19	37807930		14	14
chr19	37807987		18	18
chr19	37809132		22	22
chr19	37809143		23	23
chr19	37809722		8	8
chr19	37809754		13	13
chr19	37810246		22	22
chr19	37810280		21	20
chr19	37810958		25	25
chr19	37810962		26	26
chr19	37811068		17	12
chr19	37811080		20	17
chr19	37811450		27	16
chr19	37811496		20	20
chr19	37812814		14	13
chr19	37812830		13	13
chr19	37813269		20	20
chr19	37813282		18	18
chr19	37813316		16	15
chr19	37813350		17	16
chr19	37813905		10	6
chr19	37813984		7	6
chr19	37814164		12	10
chr19	37814196		8	7
chr19	37814490		11	9
chr19	37814499		12	7
chr19	37814528		12	10
chr19	37814564		12	10
chr19	37816556		28	27
chr19	37816589		30	28
chr19	37816903		39	39
chr19	37816907		36	36
chr19	37817709		23	23
chr19	37817731		26	25
chr19	37819020		17	17
chr19	37819043		15	15
chr19	37819903		19	18
chr19	37820000		6	6
chr19	37821408		23	15
chr19	37821443		21	18
chr19	37821816		10	10
chr19	37821827		7	7
chr19	37822828		11	10
chr19	37822866		12	12
chr19	37823220		7	6
chr19	37823282		7	7
chr19	37824048		23	23
chr19	37824075		23	23
chr19	37824646		29	12
chr19	37824675		21	13
chr19	37825016		23	22
chr19	37825073		23	22
chr19	37825323		11	11
chr19	37825379		14	13
chr19	37825458		19	19
chr19	37825496		20	15
chr19	37825824		21	21
chr19	37825866		22	19
chr19	37826191		9	8
chr19	37826194		9	9
chr19	37826752		14	14
chr19	37826776		13	12
chr19	37827540		20	18
chr19	37827598		27	20
chr19	37827728		29	29
chr19	37827765		26	25
chr19	37827838		24	24
chr19	37827876		19	19
chr19	37828939		4	4
chr19	37828995		4	4
chr19	37829558		3	3
chr19	37829599		3	3
chr19	37830349		29	25
chr19	37830391		26	16
chr19	37830921		15	12
chr19	37830932		14	13
chr19	37831011		10	10
chr19	37831039		10	10
chr19	37833702		8	8
chr19	37833767		19	19
chr19	37835120		34	34
chr19	37835134		39	39
chr19	37835542		25	24
chr19	37835581		33	33
chr19	37835866		25	25
chr19	37835899		29	28
chr19	37835905		30	30
chr19	37835989		23	23
chr19	37836311		18	18
chr19	37836320		18	18
chr19	37837230		13	13
chr19	37837250		12	12
chr19	37838356		8	8
chr19	37838365		10	8
chr19	37838859		14	14
chr19	37838899		16	16
chr19	37840257		22	21
chr19	37840297		14	14
chr19	37841616		11	9
chr19	37841695		26	26
chr19	37842306		10	10
chr19	37842393		9	9
chr19	37845117		21	21
chr19	37845174		16	16
chr19	37846741		28	23
chr19	37846778		36	32
chr19	37846803		37	29
chr19	37846896		22	22
chr19	37847567		17	16
chr19	37847575		19	19
chr19	37847668		13	13
chr19	37847677		12	10
chr19	37847943		19	19
chr19	37847973		22	21
chr19	37848735		18	18
chr19	37848761		21	21
chr19	37849301		25	24
chr19	37849355		26	22
chr19	37849844		34	33
chr19	37849893		32	31
chr19	37850442		14	14
chr19	37850478		22	21
chr19	37850830		10	10
chr19	37850846		11	10
chr19	37851734		26	24
chr19	37851768		37	31
chr19	37851868		16	15
chr19	37851892		11	10
chr19	37851905		13	13
chr19	37851926		12	9
chr19	37852623		16	16
chr19	37852690		35	32
chr19	37853204		7	3
chr19	37853300		13	5
chr19	37853313		13	8
chr19	37853379		12	5
chr19	37853479		26	18
chr19	37853498		24	14
chr19	37854931		16	16
chr19	37854948		17	16
chr19	37857531		24	24
chr19	37857533		26	26
chr19	37858016		21	20
chr19	37858097		12	12
chr19	37858212		14	13
chr19	37858261		17	16
chr19	37858618		14	13
chr19	37858650		12	12
chr19	37859101		15	15
chr19	37859111		14	14
chr19	37859856		16	15
chr19	37859884		21	21
chr19	37860859		8	8
chr19	37860871		9	8
chr19	37862118		32	29
chr19	37862198		29	29
chr19	37862745		19	19
chr19	37862786		22	22
chr19	37863355		23	18
chr19	37863390		28	28
chr19	37863406		27	25
chr19	37863470		34	30
chr19	37865912		19	15
chr19	37865986		15	15
chr19	37867326		16	16
chr19	37867347		19	18
chr19	37867515		27	26
chr19	37867525		25	24
chr19	37867861		22	22
chr19	37867898		24	22
chr19	37868844		1	1
chr19	37868861		1	1
chr19	37868907		7	7
chr19	37868971		12	11
chr19	37870116		19	19
chr19	37870174		16	16
chr19	37870217		16	16
chr19	37870288		13	13
chr19	37870423		17	16
chr19	37870479		11	11
chr19	37870637		12	12
chr19	37870683		14	14
chr19	37871513		24	24
chr19	37871584		25	25
chr19	37872423		34	34
chr19	37872472		31	29
chr19	37874864		18	18
chr19	37874884		19	19
chr19	37875113		17	17
chr19	37875195		32	32
chr19	37877476		21	12
chr19	37877478		22	12
chr19	37877577		12	1
chr19	37877587		12	8
chr19	37877629		11	2
chr19	37877675		7	4
chr19	37878201		13	9
chr19	37878295		25	15
chr19	37878312		21	8
chr19	37878322		19	5
chr19	37878565		19	18
chr19	37878575		20	19
chr19	37878714		4	2
chr19	37878794		6	6
chr19	37879110		14	14
chr19	37879147		17	17
chr19	37880076		16	15
chr19	37880092		18	18
chr19	37880769		10	5
chr19	37880775		11	11
chr19	37881063		9	8
chr19	37881094		7	5
chr19	37881919		19	9
chr19	37881989		19	10
chr19	37882014		20	17
chr19	37882081		20	17
chr19	37883306		9	9
chr19	37883376		4	4
chr19	37883524		13	13
chr19	37883556		16	16
chr19	37883601		22	22
chr19	37883682		17	8
chr19	37883915		15	9
chr19	37883946		12	12
chr19	37884168		20	19
chr19	37884172		19	19
chr19	37885269		14	10
chr19	37885295		12	12
chr19	37885858		12	12
chr19	37885864		11	8
chr19	37886449		29	11
chr19	37886491		17	3
chr19	37886823		13	0
chr19	37886868		11	0
chr19	37887020		17	0
chr19	37887047		19	0
chr19	37887950		21	21
chr19	37887982		13	5
chr19	37888060		17	12
chr19	37888095		15	14
chr19	37888124		18	16
chr19	37888167		18	17
chr19	37888226		10	10
chr19	37888299		15	14
chr19	37888564		22	21
chr19	37888566		22	22
chr19	37888839		25	25
chr19	37888845		26	26
chr19	37889039		15	14
chr19	37889056		15	13
chr19	37889364		41	40
chr19	37889385		44	44
chr19	37889805		18	17
chr19	37889870		36	34
chr19	37890840		10	10
chr19	37890844		11	11
chr19	37891377		13	12
chr19	37891394		14	14
chr19	37891584		19	19
chr19	37891598		23	23
chr19	37892360		28	27
chr19	37892400		22	22
chr19	37892745		9	9
chr19	37892758		9	8
chr19	37893570		13	13
chr19	37893579		14	14
chr19	37893604		16	15
chr19	37893688		12	11
chr19	37893955		26	26
chr19	37893970		29	29
chr19	37895343		14	13
chr19	37895373		14	14
chr19	37895609		17	17
chr19	37895679		21	20
chr19	37895820		17	17
chr19	37895830		16	16
chr19	37896266		11	7
chr19	37896292		9	1
chr19	37896323		7	0
chr19	37896377		12	1
chr19	37896439		12	4
chr19	37896443		13	7
chr19	37896503		16	9
chr19	37896524		23	8
chr19	37896920		29	29
chr19	37896987		20	20
chr19	37897311		12	12
chr19	37897329		19	19
chr19	37898623		32	31
chr19	37898688		8	8
chr19	37898823		21	20
chr19	37898839		21	20
chr19	37899838		10	10
chr19	37899899		14	12
chr19	37899913		16	14
chr19	37899974		21	20
chr19	37900247		4	4
chr19	37900286		5	5
chr19	37900302		5	4
chr19	37900355		16	16
chr19	37900517		14	14
chr19	37900598		12	12
chr19	37901972		14	13
chr19	37901994		10	10
chr19	37902020		12	11
chr19	37902070		18	14
chr19	37902255		26	23
chr19	37902274		21	21
chr19	37903706		15	15
chr19	37903713		10	10
chr19	37903839		15	15
chr19	37903843		15	14
chr19	37905227		13	12
chr19	37905287		14	14
chr19	37905331		21	21
chr19	37905343		21	19
chr19	37905415		12	12
chr19	37905437		13	13
chr19	37905945		12	11
chr19	37905979		7	7
chr19	37906403		18	18
chr19	37906463		19	19
chr19	37906521		26	26
chr19	37906567		21	21
chr19	37907102		14	9
chr19	37907107		13	5
chr19	37908028		13	0
chr19	37908061		14	0
chr19	37908109		14	0
chr19	37908127		13	0
chr19	37908246		20	1
chr19	37908265		18	1
chr19	37908809		6	6
chr19	37908849		5	5
chr19	37910013		27	22
chr19	37910098		14	9
chr19	37910304		14	6
chr19	37910358		14	14
chr19	37910818		11	9
chr19	37910825		10	8
chr19	37912456		23	22
chr19	37912466		25	24
chr19	37912649		14	14
chr19	37912697		14	14
chr19	37912712		16	16
chr19	37912778		22	18
chr19	37913319		20	18
chr19	37913384		9	9
chr19	37913431		14	14
chr19	37913438		14	14
chr19	37913559		15	14
chr19	37913574		12	12
chr19	37914120		14	14
chr19	37914171		32	30
chr19	37914506		3	2
chr19	37914589		12	11
chr19	37916654		9	9
chr19	37916670		11	11
chr19	37917682		15	14
chr19	37917697		16	16
chr19	37918033		19	19
chr19	37918058		21	21
chr19	37918462		20	20
chr19	37918492		14	14
chr19	37918544		5	5
chr19	37918571		4	4
chr19	37918607		8	8
chr19	37918638		13	11
chr19	37918828		8	7
chr19	37918888		6	6
chr19	37920120		19	17
chr19	37920140		22	17
chr19	37920847		17	17
chr19	37920870		16	16
chr19	37920946		11	10
chr19	37920988		9	9
chr19	37922942		19	19
chr19	37922996		32	30
chr19	37923053		24	22
chr19	37923098		14	14
chr19	37923409		21	21
chr19	37923491		19	19
chr19	37923639		15	14
chr19	37923663		14	13
chr19	37923921		25	25
chr19	37923932		30	29
chr19	37924253		12	9
chr19	37924258		14	13
chr19	37924828		24	23
chr19	37924865		24	24
chr19	37924959		9	8
chr19	37924993		8	8
chr19	37925340		29	20
chr19	37925359		37	29
chr19	37926403		17	17
chr19	37926448		4	3
chr19	37926689		31	29
chr19	37926691		28	28
chr19	37927209		23	23
chr19	37927270		10	10
chr19	37927970		38	37
chr19	37927989		34	31
chr19	37928101		22	22
chr19	37928132		26	24
chr19	37928202		23	19
chr19	37928282		19	19
chr19	37928325		15	15
chr19	37928338		17	17
chr19	37929011		21	21
chr19	37929058		25	25
chr19	37929303		26	25
chr19	37929380		20	17
chr19	37931027		14	14
chr19	37931035		14	14
chr19	37931223		15	15
chr19	37931226		15	15
chr19	37932586		21	21
chr19	37932598		21	21
chr19	37932736		10	10
chr19	37932799		7	7
chr19	37934536		9	6
chr19	37934544		11	9
chr19	37934729		8	3
chr19	37934737		9	3
chr19	37934823		17	2
chr19	37934843		16	3
chr19	37935031		18	10
chr19	37935051		16	9
chr19	37935118		15	7
chr19	37935129		13	5
chr19	37935509		10	3
chr19	37935549		8	3
chr19	37936157		13	13
chr19	37936197		12	12
chr19	37936346		20	20
chr19	37936400		25	25
chr19	37936465		21	21
chr19	37936487		19	19
chr19	37936637		9	9
chr19	37936680		9	9
chr19	37936819		17	14
chr19	37936859		18	17
chr19	37937809		23	20
chr19	37937813		23	18
chr19	37938009		14	12
chr19	37938046		14	14
chr19	37938625		19	19
chr19	37938675		14	14
chr19	37939229		33	29
chr19	37939269		29	28
chr19	37941321		12	11
chr19	37941399		31	30
chr19	37941513		32	31
chr19	37941576		16	16
chr19	37941636		9	8
chr19	37941656		5	5
chr19	37942082		10	10
chr19	37942090		10	10
chr19	37942405		26	25
chr19	37942492		29	27
chr19	37942837		14	14
chr19	37942863		17	17
chr19	37943010		28	26
chr19	37943069		28	28
chr19	37944422		35	35
chr19	37944487		33	33
chr19	37944970		20	19
chr19	37944991		21	20
chr19	37945554		10	9
chr19	37945590		7	6
chr19	37945884		9	6
chr19	37945895		10	10
chr19	37946342		11	11
chr19	37946397		24	22
chr19	37946826		13	11
chr19	37946870		11	6
chr19	37947002		14	11
chr19	37947098		11	8
chr19	37947161		20	19
chr19	37947167		20	20
chr19	37947318		18	18
chr19	37947330		14	14
chr19	37947967		14	14
chr19	37947971		14	14
chr19	37950615		16	16
chr19	37950654		19	18
chr19	37950737		12	12
chr19	37950753		9	9
chr19	37950828		15	15
chr19	37950876		18	18
chr19	37951023		15	15
chr19	37951029		15	15
chr19	37951510		11	11
chr19	37951512		11	11
chr19	37951606		14	12
chr19	37951620		18	17
chr19	37952847		10	7
chr19	37952871		13	11
chr19	37952987		5	5
chr19	37952996		10	9
chr19	37953031		11	9
chr19	37953058		11	11
chr19	37953216		9	7
chr19	37953227		8	6
chr19	37953302		7	4
chr19	37953331		6	4
chr19	37954520		16	14
chr19	37954525		17	16
chr19	37954661		20	16
chr19	37954671		16	12
chr19	37955238		18	3
chr19	37955279		19	0
chr19	37955560		8	0
chr19	37955570		8	0
chr19	37955652		15	0
chr19	37955666		18	0
chr19	37955917		14	13
chr19	37955919		14	11
chr19	37956203		12	3
chr19	37956271		15	10
chr19	37957317		19	18
chr19	37957386		20	15
chr19	37957447		13	13
chr19	37957487		11	11
chr19	37958211		17	15
chr19	37958268		15	15
chr19	37958414		9	9
chr19	37958435		10	10
chr19	37959243		17	13
chr19	37959291		18	14
chr19	37959309		15	4
chr19	37959375		13	11
chr19	37959664		19	19
chr19	37959684		18	18
chr19	37960043		13	6
chr19	37960047		13	10
chr19	37960920		16	15
chr19	37960934		15	14
chr19	37961420		30	30
chr19	37961474		39	38
chr19	37962303		28	18
chr19	37962310		30	25
chr19	37963108		23	19
chr19	37963153		23	16
chr19	37963267		21	9
chr19	37963277		19	9
chr19	37963459		7	4
chr19	37963477		7	4
chr19	37963760		11	7
chr19	37963780		10	10
chr19	37964365		12	12
chr19	37964382		13	11
chr19	37964522		12	9
chr19	37964596		25	25
chr19	37964605		25	25
chr19	37964643		20	20
chr19	37964825		11	8
chr19	37964861		10	8
chr19	37966289		13	10
chr19	37966300		11	11
chr19	37966460		21	20
chr19	37966493		15	14
chr19	37966909		9	9
chr19	37966944		8	8
chr19	37967085		17	17
chr19	37967099		16	13
chr19	37967161		23	23
chr19	37967180		23	23
chr19	37967878		11	10
chr19	37967899		11	11
chr19	37967925		14	14
chr19	37967960		14	14
chr19	37969432		20	17
chr19	37969472		23	18
chr19	37969533		43	37
chr19	37969565		39	37
chr19	37969654		21	20
chr19	37969662		19	18
chr19	37970058		10	3
chr19	37970082		13	3
chr19	37970123		15	5
chr19	37970161		15	5
chr19	37970516		8	6
chr19	37970581		12	10
chr19	37970603		9	7
chr19	37970663		15	7
chr19	37971064		25	10
chr19	37971082		30	8
chr19	37971956		14	14
chr19	37971983		11	11
chr19	37972221		23	23
chr19	37972252		25	25
chr19	37973460		9	9
chr19	37973480		9	8
chr19	37974904		19	19
chr19	37974958		12	12
chr19	37975239		28	17
chr19	37975289		17	14
chr19	37976702		25	11
chr19	37976738		22	18
chr19	37977006		14	13
chr19	37977088		9	8
chr19	37977624		27	26
chr19	37977645		29	24
chr19	37978334		29	29
chr19	37978350		25	25
chr19	37978707		26	24
chr19	37978748		22	21
chr19	37979833		21	20
chr19	37979843		19	18
chr19	37979952		11	11
chr19	37979967		12	10
chr19	37980578		11	11
chr19	37980581		13	10
chr19	37981015		19	16
chr19	37981077		11	8
