chr	pos		N	X
chr19	34876334		37	23
chr19	34876397		36	35
chr19	34877232		41	37
chr19	34877244		39	32
chr19	34877333		38	23
chr19	34877350		36	15
chr19	34877908		17	0
chr19	34877946		11	0
chr19	34879307		8	0
chr19	34879399		12	0
chr19	34879567		27	0
chr19	34879575		25	0
chr19	34880118		28	19
chr19	34880153		16	15
chr19	34880831		22	21
chr19	34880836		21	20
chr19	34881225		27	20
chr19	34881258		22	14
chr19	34881544		22	22
chr19	34881574		25	24
chr19	34881606		31	27
chr19	34881636		25	20
chr19	34881868		21	19
chr19	34881897		20	19
chr19	34883160		52	51
chr19	34883185		47	47
chr19	34887242		32	15
chr19	34887281		33	20
chr19	34888775		24	23
chr19	34888799		23	22
chr19	34889215		25	20
chr19	34889268		15	14
chr19	34890346		28	15
chr19	34890393		24	24
chr19	34890463		23	21
chr19	34890497		28	25
chr19	34892779		25	21
chr19	34892798		21	20
chr19	34893943		52	47
chr19	34893965		64	60
chr19	34894069		26	25
chr19	34894095		18	16
chr19	34895227		19	13
chr19	34895243		15	9
chr19	34895710		42	40
chr19	34895797		41	39
chr19	34896429		45	39
chr19	34896490		38	34
chr19	34897361		19	14
chr19	34897379		15	14
chr19	34897664		10	6
chr19	34897688		9	8
chr19	34898050		9	8
chr19	34898077		8	7
chr19	34899255		35	33
chr19	34899298		34	30
chr19	34899433		39	28
chr19	34899475		43	11
chr19	34899608		35	33
chr19	34899655		34	31
chr19	34900260		21	20
chr19	34900293		29	27
chr19	34900616		22	21
chr19	34900657		27	12
chr19	34901429		24	23
chr19	34901482		24	23
chr19	34901566		23	22
chr19	34901589		23	21
chr19	34901712		19	13
chr19	34901790		15	15
chr19	34903862		38	34
chr19	34903878		47	45
chr19	34903933		41	39
chr19	34903989		31	31
chr19	34904021		28	28
chr19	34904054		27	27
chr19	34904168		30	27
chr19	34904196		23	21
chr19	34904925		30	12
chr19	34904942		32	26
chr19	34905124		24	11
chr19	34905189		24	17
chr19	34905721		19	11
chr19	34905736		19	13
chr19	34906201		16	10
chr19	34906293		27	19
chr19	34906909		32	23
chr19	34906980		34	26
chr19	34907138		16	14
chr19	34907149		21	19
chr19	34907547		26	24
chr19	34907572		26	25
chr19	34907746		11	9
chr19	34907764		12	9
chr19	34907955		12	11
chr19	34907962		13	13
chr19	34908974		34	31
chr19	34908993		31	29
chr19	34910239		36	33
chr19	34910276		35	27
chr19	34910705		34	12
chr19	34910719		31	16
chr19	34911028		39	17
chr19	34911091		30	21
chr19	34911210		22	13
chr19	34911262		19	9
chr19	34912170		22	19
chr19	34912179		18	18
chr19	34913328		30	28
chr19	34913334		26	25
chr19	34913614		24	23
chr19	34913637		26	14
chr19	34915123		16	11
chr19	34915138		16	12
chr19	34915904		27	25
chr19	34915990		45	41
chr19	34917159		27	24
chr19	34917181		23	22
chr19	34920241		23	22
chr19	34920248		21	16
chr19	34920524		31	29
chr19	34920560		26	22
chr19	34920626		31	22
chr19	34920691		26	19
chr19	34921251		3	2
chr19	34921265		3	1
chr19	34921315		16	2
chr19	34921384		20	1
chr19	34921504		22	0
chr19	34921544		26	0
chr19	34921805		19	0
chr19	34921891		14	0
chr19	34923415		16	13
chr19	34923428		18	17
chr19	34923741		47	34
chr19	34923775		44	34
chr19	34924235		40	38
chr19	34924277		32	24
chr19	34924432		19	16
chr19	34924468		16	14
chr19	34924569		16	13
chr19	34924576		17	16
chr19	34925264		15	13
chr19	34925276		14	12
chr19	34925408		14	14
chr19	34925480		22	21
chr19	34926149		14	13
chr19	34926153		14	12
chr19	34926328		32	28
chr19	34926382		29	25
chr19	34926503		17	16
chr19	34926580		18	18
chr19	34927103		15	14
chr19	34927126		13	13
chr19	34928903		56	53
chr19	34928981		41	41
chr19	34930001		56	50
chr19	34930007		56	52
chr19	34930461		32	30
chr19	34930497		28	27
chr19	34931348		48	43
chr19	34931396		43	38
chr19	34931725		37	36
chr19	34931743		41	40
chr19	34932314		20	17
chr19	34932388		15	15
chr19	34933510		35	35
chr19	34933549		30	29
chr19	34935044		45	44
chr19	34935093		36	33
chr19	34935305		21	19
chr19	34935316		19	19
chr19	34936338		24	22
chr19	34936390		27	22
chr19	34936829		38	36
chr19	34936838		42	41
chr19	34937215		29	28
chr19	34937286		23	22
chr19	34937607		20	20
chr19	34937633		26	24
chr19	34938159		29	29
chr19	34938169		32	29
chr19	34939146		19	18
chr19	34939162		19	17
chr19	34939911		39	33
chr19	34939919		35	34
chr19	34940855		27	19
chr19	34940881		31	20
chr19	34940917		25	17
chr19	34940965		26	26
chr19	34942640		28	27
chr19	34942677		25	21
chr19	34943253		32	30
chr19	34943285		32	31
chr19	34944914		28	28
chr19	34944974		34	34
chr19	34946541		25	24
chr19	34946569		36	32
chr19	34947109		4	2
chr19	34947177		13	13
chr19	34949044		18	18
chr19	34949084		20	19
chr19	34949227		23	22
chr19	34949258		17	13
chr19	34949751		48	44
chr19	34949769		51	49
chr19	34950033		23	19
chr19	34950054		23	23
chr19	34950123		28	27
chr19	34950175		25	24
chr19	34950607		29	29
chr19	34950629		31	30
chr19	34951208		34	32
chr19	34951242		31	29
chr19	34951332		39	38
chr19	34951368		32	32
chr19	34952210		43	36
chr19	34952259		26	24
chr19	34952970		33	33
chr19	34952995		30	30
chr19	34953302		33	33
chr19	34953375		20	20
chr19	34954034		17	15
chr19	34954083		24	22
chr19	34955216		14	10
chr19	34955234		13	13
chr19	34955433		14	13
chr19	34955461		19	18
chr19	34955648		18	17
chr19	34955696		22	18
chr19	34955736		25	21
chr19	34955740		26	24
chr19	34956031		20	20
chr19	34956039		19	14
chr19	34956134		16	14
chr19	34956182		28	25
chr19	34956334		28	28
chr19	34956337		30	30
chr19	34956732		23	23
chr19	34956741		21	21
chr19	34957207		25	25
chr19	34957246		26	26
chr19	34957303		42	42
chr19	34957338		44	43
chr19	34957502		17	12
chr19	34957535		5	1
chr19	34960148		32	27
chr19	34960192		19	17
chr19	34961651		13	12
chr19	34961685		13	13
chr19	34961815		17	17
chr19	34961842		14	12
chr19	34962769		14	14
chr19	34962772		14	12
chr19	34963326		21	10
chr19	34963393		31	28
chr19	34963776		3	1
chr19	34963779		3	2
chr19	34964620		23	21
chr19	34964662		23	23
chr19	34967519		16	16
chr19	34967599		22	20
chr19	34969015		9	7
chr19	34969095		28	26
chr19	34969785		29	28
chr19	34969789		33	32
chr19	34969922		30	30
chr19	34969977		24	20
chr19	34970952		46	46
chr19	34970992		42	41
chr19	34971839		18	13
chr19	34971866		22	17
chr19	34973836		28	25
chr19	34973861		32	31
chr19	34974826		24	17
chr19	34974838		21	21
chr19	34976233		13	13
chr19	34976238		16	15
chr19	34976318		15	15
chr19	34976342		16	16
chr19	34976543		22	22
chr19	34976556		21	21
chr19	34977416		16	15
chr19	34977439		12	11
chr19	34977710		19	19
chr19	34977746		13	13
chr19	34977856		17	17
chr19	34977873		19	19
chr19	34980835		29	24
chr19	34980848		28	28
chr19	34981378		11	11
chr19	34981391		10	10
chr19	34982046		1	1
chr19	34982056		1	1
chr19	34982251		21	16
chr19	34982291		19	19
chr19	34982336		15	15
chr19	34982365		16	13
chr19	34983978		14	13
chr19	34983999		12	11
chr19	34987121		17	16
chr19	34987127		19	15
chr19	34987402		16	11
chr19	34987411		16	8
chr19	34987681		25	24
chr19	34987698		22	14
chr19	34987830		23	22
chr19	34987838		25	22
chr19	34988963		17	15
chr19	34988982		16	13
chr19	34989027		16	10
chr19	34989087		24	15
chr19	34989635		42	37
chr19	34989641		43	43
chr19	34990557		21	16
chr19	34990574		30	26
chr19	34991209		7	5
chr19	34991217		8	7
chr19	34991701		22	18
chr19	34991739		33	29
chr19	34993547		47	39
chr19	34993585		52	28
chr19	34993621		41	15
chr19	34993649		39	30
chr19	34993802		32	11
chr19	34993866		24	13
chr19	34993910		20	19
chr19	34993960		16	14
chr19	34994328		28	26
chr19	34994388		34	18
chr19	34997017		47	35
chr19	34997066		51	21
chr19	34997160		28	23
chr19	34997178		25	19
chr19	35000110		38	33
chr19	35000156		32	31
chr19	35000514		48	36
chr19	35000585		42	37
chr19	35001924		26	15
chr19	35001993		25	22
chr19	35002562		27	27
chr19	35002566		27	22
chr19	35003018		15	14
chr19	35003023		16	15
chr19	35004510		20	19
chr19	35004556		19	14
chr19	35004640		20	19
chr19	35004674		15	13
chr19	35004965		29	27
chr19	35004973		31	31
chr19	35005335		16	15
chr19	35005355		13	10
chr19	35005433		11	7
chr19	35005489		9	7
chr19	35005548		15	11
chr19	35005554		16	9
chr19	35006107		31	27
chr19	35006140		33	28
chr19	35006302		44	38
chr19	35006309		45	44
chr19	35007927		23	20
chr19	35007999		23	12
chr19	35009818		18	12
chr19	35009888		13	11
chr19	35010122		12	6
chr19	35010185		8	6
chr19	35010908		2	2
chr19	35010912		2	2
chr19	35011135		26	25
chr19	35011142		23	21
chr19	35012430		25	22
chr19	35012457		32	32
chr19	35013714		31	28
chr19	35013725		30	23
chr19	35013958		14	14
chr19	35013986		12	11
chr19	35014203		21	11
chr19	35014250		21	4
chr19	35014578		24	24
chr19	35014585		25	18
chr19	35014921		31	27
chr19	35014938		32	29
chr19	35015191		30	26
chr19	35015194		28	19
chr19	35015712		10	9
chr19	35015753		12	11
chr19	35018323		27	8
chr19	35018358		24	8
chr19	35018549		31	9
chr19	35018586		30	8
chr19	35018661		26	12
chr19	35018695		23	8
chr19	35019874		24	18
chr19	35019884		24	21
chr19	35020536		23	20
chr19	35020568		25	20
chr19	35020812		13	13
chr19	35020827		14	14
chr19	35022642		22	20
chr19	35022680		16	11
chr19	35024621		31	23
chr19	35024654		27	18
chr19	35024850		31	28
chr19	35024862		31	26
chr19	35025730		30	21
chr19	35025794		24	18
chr19	35027018		29	28
chr19	35027041		28	21
chr19	35027638		32	32
chr19	35027645		33	30
chr19	35030436		24	17
chr19	35030493		46	30
chr19	35032548		27	23
chr19	35032560		26	21
chr19	35034121		19	19
chr19	35034158		18	15
chr19	35034468		15	15
chr19	35034474		14	13
chr19	35037053		16	15
chr19	35037087		21	19
chr19	35038414		7	5
chr19	35038426		7	2
chr19	35039780		49	45
chr19	35039793		50	40
chr19	35041550		25	22
chr19	35041553		26	23
chr19	35044436		12	12
chr19	35044485		25	22
chr19	35044705		37	30
chr19	35044778		12	8
chr19	35045519		22	19
chr19	35045522		22	20
chr19	35045604		25	15
chr19	35045690		29	13
chr19	35047253		20	15
chr19	35047290		17	16
chr19	35048032		20	17
chr19	35048067		12	11
chr19	35048157		16	15
chr19	35048182		13	13
chr19	35048627		21	15
chr19	35048685		26	24
chr19	35049011		26	26
chr19	35049061		25	21
chr19	35049618		27	25
chr19	35049671		20	18
chr19	35049947		34	32
chr19	35049969		34	23
chr19	35050029		38	37
chr19	35050055		31	30
chr19	35050765		29	27
chr19	35050776		29	26
chr19	35051121		22	11
chr19	35051191		25	24
chr19	35051222		22	16
chr19	35051237		24	20
chr19	35051626		40	27
chr19	35051634		40	33
chr19	35052260		16	15
chr19	35052274		14	12
chr19	35052721		22	21
chr19	35052723		21	20
chr19	35054442		30	17
chr19	35054483		26	18
chr19	35054623		22	11
chr19	35054687		27	23
chr19	35054743		26	13
chr19	35054772		26	17
chr19	35055245		68	60
chr19	35055257		67	56
chr19	35060238		35	27
chr19	35060282		38	26
chr19	35062039		44	34
chr19	35062062		42	32
chr19	35062307		24	21
chr19	35062362		28	23
chr19	35062715		23	15
chr19	35062730		23	19
chr19	35063120		26	21
chr19	35063131		23	17
chr19	35063443		18	13
chr19	35063456		21	18
chr19	35063539		33	28
chr19	35063576		42	33
chr19	35064462		33	32
chr19	35064467		30	29
chr19	35065233		21	15
chr19	35065263		23	16
chr19	35066182		16	16
chr19	35066184		17	17
chr19	35066373		19	17
chr19	35066391		21	15
chr19	35067255		14	14
chr19	35067285		24	19
chr19	35067608		18	13
chr19	35067621		16	11
chr19	35069957		31	15
chr19	35069989		25	8
chr19	35070319		38	25
chr19	35070391		33	27
chr19	35071232		31	22
chr19	35071258		27	21
chr19	35075118		28	17
chr19	35075198		18	13
chr19	35075243		19	17
chr19	35075276		15	15
chr19	35075346		8	6
chr19	35075373		12	11
chr19	35075743		13	12
chr19	35075747		13	12
chr19	35077010		6	6
chr19	35077050		1	1
chr19	35078307		2	2
chr19	35078384		8	7
chr19	35081446		19	4
chr19	35081452		16	5
chr19	35082528		24	19
chr19	35082549		23	10
chr19	35083066		36	33
chr19	35083088		32	20
chr19	35084876		16	16
chr19	35084895		21	20
chr19	35086313		20	13
chr19	35086336		25	16
chr19	35086646		26	17
chr19	35086667		29	17
chr19	35088710		24	13
chr19	35088755		30	25
chr19	35090203		15	13
chr19	35090290		17	17
chr19	35090851		12	9
chr19	35090886		17	13
chr19	35092412		7	6
chr19	35092447		16	9
chr19	35093403		17	17
chr19	35093437		14	12
chr19	35093980		23	14
chr19	35093986		24	19
chr19	35094317		31	20
chr19	35094327		36	17
chr19	35095517		25	17
chr19	35095545		27	21
chr19	35095792		16	14
chr19	35095798		15	14
chr19	35095804		13	11
chr19	35095830		8	8
chr19	35096349		18	5
chr19	35096368		19	15
chr19	35096451		26	26
chr19	35096462		25	22
chr19	35096647		23	23
chr19	35096682		22	21
chr19	35096847		33	30
chr19	35096887		25	25
chr19	35097329		18	14
chr19	35097338		17	14
chr19	35099829		42	35
chr19	35099851		37	33
chr19	35103562		27	22
chr19	35103578		26	20
chr19	35114142		31	30
chr19	35114164		28	23
chr19	35114506		12	5
chr19	35114552		12	3
chr19	35114927		44	35
chr19	35114990		49	39
chr19	35115539		33	30
chr19	35115586		30	28
chr19	35115710		21	20
chr19	35115717		21	15
chr19	35116609		31	28
chr19	35116693		28	25
chr19	35122309		26	22
chr19	35122327		26	25
chr19	35122916		35	20
chr19	35122989		50	44
chr19	35123043		47	43
chr19	35123059		44	40
chr19	35123118		35	23
chr19	35123179		26	20
chr19	35123322		14	13
chr19	35123330		16	10
chr19	35123417		28	17
chr19	35123453		24	12
chr19	35124052		39	24
chr19	35124061		38	16
chr19	35124211		21	9
chr19	35124250		24	12
chr19	35124592		19	19
chr19	35124600		18	15
chr19	35124616		19	17
chr19	35124636		20	15
chr19	35124883		12	7
chr19	35124889		11	11
chr19	35124936		22	22
chr19	35124989		32	19
chr19	35125212		22	5
chr19	35125218		20	8
chr19	35125510		33	6
chr19	35125529		38	1
chr19	35125750		29	19
chr19	35125769		25	9
chr19	35126089		42	42
chr19	35126091		43	43
chr19	35126514		35	25
chr19	35126565		26	15
chr19	35126614		10	5
chr19	35126650		6	5
chr19	35127015		33	28
chr19	35127031		33	25
chr19	35127222		17	13
chr19	35127269		27	20
chr19	35127428		18	11
chr19	35127463		24	18
chr19	35128105		20	11
chr19	35128150		14	5
chr19	35128628		18	18
chr19	35128652		17	16
chr19	35129038		27	20
chr19	35129066		29	25
chr19	35129313		25	19
chr19	35129322		24	18
chr19	35129537		24	16
chr19	35129593		23	22
chr19	35129847		10	9
chr19	35129893		22	13
chr19	35130856		32	31
chr19	35130872		36	34
chr19	35133115		27	27
chr19	35133188		26	20
chr19	35135724		24	22
chr19	35135771		28	25
chr19	35137624		8	5
chr19	35137657		9	7
chr19	35139321		19	12
chr19	35139369		23	15
chr19	35144865		18	15
chr19	35144878		18	15
chr19	35146025		20	15
chr19	35146050		26	23
chr19	35147610		15	14
chr19	35147623		15	9
chr19	35149046		38	28
chr19	35149097		27	19
chr19	35151257		32	24
chr19	35151262		34	21
chr19	35153203		12	7
chr19	35153232		14	9
chr19	35153810		21	4
chr19	35153865		23	2
chr19	35154157		46	44
chr19	35154160		44	41
chr19	35155255		14	14
chr19	35155265		11	9
chr19	35155802		30	28
chr19	35155807		30	26
chr19	35156464		25	23
chr19	35156479		21	19
chr19	35157103		21	21
chr19	35157187		10	8
chr19	35159254		34	31
chr19	35159258		32	30
chr19	35159306		33	28
chr19	35159359		29	26
chr19	35160860		35	29
chr19	35160894		46	37
chr19	35165544		28	26
chr19	35165570		30	25
chr19	35168919		27	25
chr19	35168935		26	19
chr19	35171051		30	29
chr19	35171084		24	24
chr19	35171531		30	22
chr19	35171572		31	21
chr19	35172165		23	21
chr19	35172169		23	19
chr19	35172213		16	12
chr19	35172294		15	13
chr19	35172401		13	10
chr19	35172454		12	9
chr19	35172502		11	10
chr19	35172524		17	12
chr19	35173309		14	12
chr19	35173345		10	9
chr19	35174212		14	12
chr19	35174229		14	9
chr19	35174368		17	13
chr19	35174380		18	15
chr19	35174518		15	14
chr19	35174587		23	21
chr19	35175008		29	13
chr19	35175080		25	16
chr19	35177413		49	47
chr19	35177419		46	46
chr19	35177807		23	17
chr19	35177900		22	21
chr19	35179655		22	22
chr19	35179685		14	14
chr19	35181327		23	22
chr19	35181335		25	24
chr19	35182668		19	9
chr19	35182688		22	11
chr19	35186310		31	26
chr19	35186347		26	16
chr19	35187142		30	26
chr19	35187147		32	32
chr19	35189508		26	4
chr19	35189542		20	9
chr19	35195277		31	25
chr19	35195285		32	30
chr19	35197323		40	34
chr19	35197326		40	35
chr19	35198707		40	33
chr19	35198772		32	10
chr19	35202036		39	35
chr19	35202071		32	32
chr19	35202722		17	16
chr19	35202740		19	19
chr19	35203809		25	22
chr19	35203858		17	12
chr19	35204722		13	9
chr19	35204766		12	11
chr19	35205669		8	7
chr19	35205681		12	11
chr19	35205806		23	18
chr19	35205821		27	20
chr19	35207107		27	24
chr19	35207140		30	23
chr19	35208901		14	13
chr19	35208912		14	14
chr19	35209736		18	10
chr19	35209783		14	13
chr19	35212535		22	20
chr19	35212557		27	27
chr19	35214041		42	28
chr19	35214069		31	27
chr19	35214435		5	3
chr19	35214460		13	11
chr19	35216716		35	19
chr19	35216794		33	30
chr19	35217412		26	20
chr19	35217419		28	23
chr19	35217805		42	35
chr19	35217879		32	31
chr19	35218995		18	13
chr19	35219000		22	22
chr19	35219135		18	5
chr19	35219169		13	8
chr19	35219205		10	8
chr19	35219248		17	12
chr19	35220126		10	8
chr19	35220176		21	10
chr19	35225357		1	1
chr19	35225366		2	2
chr19	35226329		24	15
chr19	35226339		24	17
chr19	35227215		21	15
chr19	35227244		18	15
chr19	35229108		47	39
chr19	35229191		33	31
chr19	35231340		33	33
chr19	35231391		32	30
chr19	35232688		15	15
chr19	35232699		15	15
chr19	35233408		22	20
chr19	35233467		39	32
chr19	35234510		13	12
chr19	35234596		12	9
chr19	35240509		1	1
chr19	35240544		1	1
chr19	35242565		36	34
chr19	35242586		41	33
chr19	35244930		13	11
chr19	35244942		17	14
chr19	35247928		20	17
chr19	35247938		21	19
chr19	35251323		30	28
chr19	35251345		30	25
chr19	35253326		20	7
chr19	35253392		14	11
chr19	35254165		19	18
chr19	35254179		16	14
chr19	35255019		35	31
chr19	35255064		32	28
chr19	35258066		20	12
chr19	35258094		22	21
chr19	35258803		27	24
chr19	35258829		16	13
chr19	35262815		17	11
chr19	35262844		10	8
chr19	35264838		27	26
chr19	35264899		28	23
chr19	35267571		15	13
chr19	35267589		17	11
chr19	35267823		21	17
chr19	35267846		16	11
chr19	35268209		17	17
chr19	35268261		25	21
chr19	35269202		29	25
chr19	35269237		27	20
chr19	35270033		9	7
chr19	35270075		17	15
chr19	35270173		16	16
chr19	35270194		15	12
chr19	35271127		56	30
chr19	35271172		65	64
chr19	35271637		46	41
chr19	35271682		56	51
chr19	35274219		4	4
chr19	35274282		18	15
chr19	35274550		24	20
chr19	35274554		27	20
chr19	35276125		32	28
chr19	35276185		45	37
chr19	35276714		15	15
chr19	35276728		17	17
chr19	35277109		34	23
chr19	35277156		24	23
chr19	35279225		39	28
chr19	35279234		39	13
chr19	35280163		54	46
chr19	35280190		49	39
chr19	35280281		38	35
chr19	35280287		34	29
chr19	35280972		28	28
chr19	35280992		27	18
chr19	35281947		68	49
chr19	35281979		68	59
chr19	35283013		26	15
chr19	35283025		25	13
chr19	35283170		24	17
chr19	35283179		28	16
chr19	35285154		7	7
chr19	35285193		12	10
chr19	35289207		11	9
chr19	35289263		23	13
chr19	35289906		33	27
chr19	35289951		25	23
chr19	35291052		43	35
chr19	35291057		43	40
chr19	35295060		17	8
chr19	35295083		19	18
chr19	35296305		23	23
chr19	35296349		31	25
chr19	35298692		23	14
chr19	35298695		20	11
chr19	35299621		15	13
chr19	35299637		16	16
chr19	35300014		25	18
chr19	35300063		26	11
chr19	35301605		22	19
chr19	35301678		3	3
chr19	35302123		20	18
chr19	35302169		22	15
chr19	35305943		25	14
chr19	35305996		20	19
chr19	35306471		39	36
chr19	35306500		27	19
chr19	35307010		34	30
chr19	35307067		40	37
chr19	35307470		31	19
chr19	35307486		35	34
chr19	35307874		17	14
chr19	35307886		15	13
chr19	35310004		37	18
chr19	35310078		33	26
chr19	35311424		21	13
chr19	35311487		19	13
chr19	35316810		33	28
chr19	35316897		38	28
chr19	35319702		55	31
chr19	35319773		59	44
chr19	35322035		19	14
chr19	35322089		26	20
chr19	35323713		30	28
chr19	35323796		35	34
chr19	35324332		22	19
chr19	35324375		16	10
chr19	35328033		42	31
chr19	35328078		43	41
chr19	35333518		7	6
chr19	35333537		8	8
chr19	35335018		14	12
chr19	35335048		10	6
chr19	35335514		4	4
chr19	35335525		4	3
chr19	35339629		16	16
chr19	35339636		19	13
chr19	35341166		21	14
chr19	35341199		23	12
chr19	35341624		17	16
chr19	35341666		16	8
chr19	35343418		21	19
chr19	35343435		22	19
chr19	35343613		21	17
chr19	35343652		18	13
chr19	35344016		11	9
chr19	35344055		18	17
chr19	35345729		53	44
chr19	35345775		44	32
chr19	35346201		24	24
chr19	35346211		26	23
chr19	35350315		18	17
chr19	35350332		20	15
chr19	35352035		17	11
chr19	35352082		22	19
chr19	35352408		16	13
chr19	35352444		20	19
chr19	35352918		16	13
chr19	35352994		19	15
chr19	35353120		13	7
chr19	35353167		18	14
chr19	35353968		9	9
chr19	35353999		8	7
chr19	35355643		33	23
chr19	35355680		34	31
chr19	35358973		18	16
chr19	35358995		15	13
chr19	35359313		2	1
chr19	35359371		9	8
chr19	35359546		20	17
chr19	35359567		18	16
chr19	35360710		36	32
chr19	35360766		25	23
chr19	35364709		41	33
chr19	35364737		28	27
chr19	35365716		35	34
chr19	35365724		34	33
chr19	35371022		20	7
chr19	35371071		17	14
chr19	35371905		46	26
chr19	35371944		53	43
chr19	35372834		44	38
chr19	35372876		44	35
chr19	35374858		9	8
chr19	35374884		12	11
chr19	35375511		8	5
chr19	35375565		13	8
chr19	35376502		35	32
chr19	35376557		35	21
chr19	35377320		34	30
chr19	35377397		37	26
chr19	35377443		35	23
chr19	35377485		33	33
chr19	35380773		33	32
chr19	35380780		31	27
chr19	35380848		17	15
chr19	35380853		17	14
chr19	35380946		23	15
chr19	35380960		19	18
chr19	35381695		26	24
chr19	35381698		27	27
chr19	35384404		5	2
chr19	35384468		4	3
chr19	35386447		22	17
chr19	35386450		21	20
chr19	35387336		13	10
chr19	35387350		12	11
chr19	35388121		24	22
chr19	35388139		27	26
chr19	35388429		6	6
chr19	35388450		17	15
chr19	35388825		5	4
chr19	35388864		1	0
chr19	35389002		9	4
chr19	35389083		5	5
chr19	35394454		20	18
chr19	35394458		22	14
chr19	35396014		20	9
chr19	35396044		19	14
chr19	35399925		17	16
chr19	35399990		16	9
chr19	35402613		23	15
chr19	35402634		28	26
chr19	35403268		2	2
chr19	35403299		6	6
chr19	35409807		23	19
chr19	35409822		25	22
chr19	35411553		12	8
chr19	35411592		15	13
chr19	35415940		27	22
chr19	35415983		24	17
chr19	35417167		22	19
chr19	35417170		24	24
chr19	35418335		25	19
chr19	35418383		29	15
chr19	35419052		49	16
chr19	35419084		46	35
chr19	35422122		16	13
chr19	35422157		14	11
chr19	35423765		43	42
chr19	35423791		36	29
chr19	35426645		18	16
chr19	35426673		14	10
chr19	35426801		2	2
chr19	35426810		3	3
chr19	35428425		29	26
chr19	35428438		32	30
chr19	35433943		19	15
chr19	35433998		22	17
chr19	35434126		24	17
chr19	35434185		28	17
chr19	35434315		34	32
chr19	35434358		30	25
chr19	35434611		30	23
chr19	35434639		30	26
chr19	35438024		30	18
chr19	35438086		29	20
chr19	35439839		28	11
chr19	35439863		29	23
chr19	35441741		24	24
chr19	35441797		18	13
chr19	35442147		22	20
chr19	35442176		22	22
chr19	35444252		2	1
chr19	35444283		4	4
chr19	35444316		4	1
chr19	35444362		1	1
chr19	35444512		2	2
chr19	35444587		1	1
chr19	35446028		37	33
chr19	35446057		33	22
chr19	35448538		11	11
chr19	35448581		5	4
chr19	35453950		30	18
chr19	35453976		29	22
chr19	35454710		41	27
chr19	35454744		48	42
chr19	35454924		42	38
chr19	35454975		34	24
chr19	35455802		22	19
chr19	35455865		32	25
chr19	35457205		7	4
chr19	35457244		8	3
chr19	35459413		26	21
chr19	35459447		20	18
chr19	35461330		33	17
chr19	35461397		33	8
chr19	35463315		12	8
chr19	35463346		17	13
chr19	35470141		20	11
chr19	35470193		26	13
chr19	35470668		45	35
chr19	35470679		47	32
chr19	35471215		32	30
chr19	35471220		31	22
chr19	35471526		18	8
chr19	35471559		14	12
chr19	35472707		28	9
chr19	35472756		33	22
chr19	35477010		25	18
chr19	35477076		26	19
chr19	35478307		28	22
chr19	35478313		33	26
chr19	35480901		52	20
chr19	35480963		46	29
chr19	35481668		56	40
chr19	35481696		53	43
chr19	35484712		5	5
chr19	35484715		5	5
chr19	35487925		9	9
chr19	35487969		17	17
chr19	35490575		28	28
chr19	35490582		25	24
chr19	35490703		13	10
chr19	35490728		5	3
chr19	35493132		27	22
chr19	35493150		30	28
chr19	35494014		26	12
chr19	35494072		44	36
chr19	35494347		42	37
chr19	35494351		39	32
chr19	35495220		54	33
chr19	35495235		46	35
chr19	35495631		19	17
chr19	35495684		19	8
chr19	35496456		37	31
chr19	35496460		37	33
chr19	35497122		26	23
chr19	35497151		25	22
chr19	35498723		57	46
chr19	35498787		41	30
chr19	35500369		28	28
chr19	35500385		30	23
chr19	35502467		29	23
chr19	35502473		29	22
chr19	35503945		31	31
chr19	35503974		23	20
chr19	35507920		30	29
chr19	35507933		28	28
chr19	35508536		32	28
chr19	35508538		32	29
chr19	35510559		14	10
chr19	35510565		16	13
chr19	35511302		17	14
chr19	35511373		18	15
chr19	35512345		27	20
chr19	35512370		25	21
chr19	35515848		4	2
chr19	35515894		6	4
chr19	35515926		13	9
chr19	35515984		22	18
chr19	35518807		1	0
chr19	35518898		15	13
chr19	35536730		8	7
chr19	35536761		8	3
chr19	35537463		42	32
chr19	35537489		36	17
chr19	35538936		19	11
chr19	35538944		18	10
chr19	35539818		8	4
chr19	35539881		17	17
chr19	35540495		20	17
chr19	35540498		20	20
chr19	35540933		24	24
chr19	35540935		26	24
chr19	35541146		25	23
chr19	35541148		23	21
chr19	35541202		19	15
chr19	35541285		21	8
chr19	35544125		27	23
chr19	35544199		15	11
chr19	35549138		31	19
chr19	35549187		29	24
chr19	35550101		20	17
chr19	35550153		18	13
chr19	35550620		22	16
chr19	35550684		29	24
chr19	35551108		40	32
chr19	35551158		54	35
chr19	35553208		21	14
chr19	35553289		22	13
chr19	35557862		24	24
chr19	35557890		22	19
chr19	35563902		32	27
chr19	35563922		25	23
chr19	35566309		31	19
chr19	35566319		30	23
chr19	35567112		8	7
chr19	35567177		16	10
chr19	35568140		29	21
chr19	35568194		30	28
chr19	35568218		30	25
chr19	35568275		31	13
chr19	35568338		32	18
chr19	35568375		29	24
chr19	35571949		28	25
chr19	35571956		25	23
chr19	35572432		27	15
chr19	35572440		29	24
chr19	35575082		27	25
chr19	35575086		29	25
chr19	35575856		31	27
chr19	35575866		29	28
chr19	35582021		31	25
chr19	35582099		56	9
chr19	35586328		21	14
chr19	35586361		19	15
chr19	35586410		7	5
chr19	35586419		5	5
chr19	35587354		20	14
chr19	35587368		20	0
chr19	35588144		4	4
chr19	35588151		6	6
chr19	35590548		14	13
